Member_number,Date,itemDescription
2120015778,22/01/2021,Butter Milk
2120015778,22/01/2021,Butter Milk
2120015779,22/01/2021,Medicine
2120015779,22/01/2021,Cooking Oil
2120015780,22/01/2021,Vegetable
2120015780,22/01/2021,Vegetable
2120015780,22/01/2021,Egg
2120015780,22/01/2021,Vegetable
2120015781,22/01/2021,Vegetable
2120015781,22/01/2021,Vegetable
2120015781,22/01/2021,Idli/Dosa Batter
2120015781,22/01/2021,Vegetable
2120015782,22/01/2021,Idli/Dosa Batter
2120015782,22/01/2021,Milk
2120015783,22/01/2021,Egg
2120015783,22/01/2021,Cooking Oil
2120015784,22/01/2021,Vegetable
2120015784,22/01/2021,Curd
2120015784,22/01/2021,Beverage
2120015785,22/01/2021,Paneer/Tofu/Khova
2120015785,22/01/2021,Cheese
2120015785,22/01/2021,Milk
2120015785,22/01/2021,Seeds/Spices
2120015786,22/01/2021,Water
2120015787,22/01/2021,Chocolate
2120015788,22/01/2021,Vegetable
2120015788,22/01/2021,Vegetable
2120015788,22/01/2021,Vegetable
2120015788,22/01/2021,Biscuits
2120015788,22/01/2021,Biscuits
2120015789,22/01/2021,Instant Noodles/Pasta/Soup
2120015790,22/01/2021,Water
2120015791,22/01/2021,Biscuits
2120015792,22/01/2021,Cheese
2120015792,22/01/2021,Instant Noodles/Pasta/Soup
2120015792,22/01/2021,Instant Noodles/Pasta/Soup
2120015792,22/01/2021,Sauces/pastes/spread/pickle
2120015792,22/01/2021,Instant Noodles/Pasta/Soup
2120015792,22/01/2021,Poha
2120015793,22/01/2021,Dry fruits/nuts
2120015794,22/01/2021,Rice
2120015794,22/01/2021,Vegetable
2120015794,22/01/2021,Cleaning Products
2120015795,22/01/2021,Seeds/Spices
2120015795,22/01/2021,Tea
2120015795,22/01/2021,Indian snacks
2120015795,22/01/2021,Pulses
2120015796,22/01/2021,Vegetable
2120015796,22/01/2021,Vegetable
2120015796,22/01/2021,Other flours
2120015797,22/01/2021,Stationary
2120015798,22/01/2021,Ice cream
2120015798,22/01/2021,Ice cream
2120015798,22/01/2021,Indian snacks
2120015798,22/01/2021,Indian snacks
2120015799,22/01/2021,Stationary
2120015799,22/01/2021,Stationary
2120015800,22/01/2021,Tea
2120015801,22/01/2021,Cleaning Products
2120015801,22/01/2021,Biscuits
2120015802,22/01/2021,Vegetable
2120015802,22/01/2021,Instant Noodles/Pasta/Soup
2120015803,22/01/2021,Beverage
2120015803,22/01/2021,Beverage
2120015804,22/01/2021,Ready to eat
2120015804,22/01/2021,Ready to eat
2120015805,22/01/2021,Vegetable
2120015805,22/01/2021,Vegetable
2120015806,22/01/2021,Curd
2120015807,23/01/2021,Bread
2120015808,23/01/2021,Cooking Oil
2120015809,23/01/2021,Vegetable
2120015810,23/01/2021,Jaggery
2120015810,23/01/2021,Milk
2120015811,23/01/2021,Pulses
2120015811,23/01/2021,Vegetable
2120015811,23/01/2021,Vegetable
2120015811,23/01/2021,Pulses
2120015811,23/01/2021,Cosmetics/Personal Hygiene
2120015811,23/01/2021,Cosmetics/Personal Hygiene
2120015811,23/01/2021,Cosmetics/Personal Hygiene
2120015813,23/01/2021,Vegetable
2120015814,23/01/2021,Vegetable
2120015815,23/01/2021,Wheat
2120015815,23/01/2021,Milk
2120015816,23/01/2021,Pulses
2120015816,23/01/2021,Pulses
2120015816,23/01/2021,Vegetable
2120015816,23/01/2021,Vegetable
2120015816,23/01/2021,Vegetable
2120015816,23/01/2021,Egg
2120015816,23/01/2021,Vegetable
2120015816,23/01/2021,Cooking Oil
2120015817,23/01/2021,Vegetable
2120015817,23/01/2021,Vegetable
2120015817,23/01/2021,Curd
2120015817,23/01/2021,Cooking Oil
2120015817,23/01/2021,Vegetable
2120015818,23/01/2021,Sauces/pastes/spread/pickle
2120015818,23/01/2021,Beverage
2120015819,23/01/2021,Vegetable
2120015820,23/01/2021,Vegetable
2120015820,23/01/2021,Vegetable
2120015820,23/01/2021,Vegetable
2120015821,23/01/2021,Milk
2120015822,23/01/2021,Curd
2120015823,23/01/2021,Vegetable
2120015823,23/01/2021,Vegetable
2120015824,23/01/2021,Vegetable
2120015824,23/01/2021,Vegetable
2120015824,23/01/2021,Vegetable
2120015824,23/01/2021,Vegetable
2120015825,23/01/2021,Chocolate
2120015825,23/01/2021,Chips
2120015825,23/01/2021,Biscuits
2120015825,23/01/2021,Chocolate
2120015826,23/01/2021,Water
2120015827,23/01/2021,Seeds/Spices
2120015827,23/01/2021,Seeds/Spices
2120015828,23/01/2021,Vegetable
2120015828,23/01/2021,Vegetable
2120015828,23/01/2021,Vegetable
2120015828,23/01/2021,Vegetable
2120015828,23/01/2021,Vegetable
2120015828,23/01/2021,Vegetable
2120015828,23/01/2021,Milk
2120015829,23/01/2021,Milk
2120015829,23/01/2021,Tissues
2120015829,23/01/2021,Water
2120015829,23/01/2021,Instant Noodles/Pasta/Soup
2120015829,23/01/2021,Bread
2120015829,23/01/2021,Milk
2120015830,23/01/2021,Instant Noodles/Pasta/Soup
2120015831,23/01/2021,Ice cream
2120015831,23/01/2021,Chips
2120015832,23/01/2021,Rice
2120015832,23/01/2021,Sugar
2120015833,23/01/2021,Vegetable
2120015833,23/01/2021,Curd
2120015834,23/01/2021,Rice
2120015834,23/01/2021,Rice
2120015834,23/01/2021,Dry fruits/nuts
2120015834,23/01/2021,Dry fruits/nuts
2120015834,23/01/2021,Dry fruits/nuts
2120015835,23/01/2021,Vegetable
2120015835,23/01/2021,Vegetable
2120015835,23/01/2021,Vegetable
2120015835,23/01/2021,Vegetable
2120015835,23/01/2021,Vegetable
2120015835,23/01/2021,Vegetable
2120015836,23/01/2021,Rice
2120015836,23/01/2021,Milk
2120015836,23/01/2021,Vegetable
2120015837,23/01/2021,Curd
2120015837,23/01/2021,Chocolate
2120015837,23/01/2021,Beverage
2120015838,23/01/2021,Ice cream
2120015839,23/01/2021,Vegetable
2120015839,23/01/2021,Vegetable
2120015839,23/01/2021,Vegetable
2120015840,23/01/2021,Chocolate
2120015840,23/01/2021,Instant Noodles/Pasta/Soup
2120015840,23/01/2021,Chips
2120015840,23/01/2021,Milk
2120015841,23/01/2021,Chips
2120015841,23/01/2021,Chips
2120015841,23/01/2021,Bread
2120015841,23/01/2021,Ghee
2120015841,23/01/2021,Vegetable
2120015841,23/01/2021,Vegetable
2120015842,23/01/2021,Rice
2120015842,23/01/2021,Chips
2120015842,23/01/2021,Seeds/Spices
2120015842,23/01/2021,Indian snacks
2120015842,23/01/2021,Poha
2120015843,23/01/2021,Ice cream
2120015843,23/01/2021,Ice cream
2120015844,23/01/2021,Curd
2120015845,23/01/2021,Vegetable
2120015845,23/01/2021,Bread
2120015845,23/01/2021,Paneer/Tofu/Khova
2120015846,23/01/2021,Water
2120015846,23/01/2021,Beverage
2120015847,23/01/2021,Chocolate
2120015847,23/01/2021,Curd
2120015847,23/01/2021,Cooking Oil
2120015848,23/01/2021,Balance from previous month
2120015849,23/01/2021,Water
2120015849,23/01/2021,Curd
2120015850,23/01/2021,Instant Noodles/Pasta/Soup
2120015850,23/01/2021,Milk
2120015851,23/01/2021,Stationary
2120015851,23/01/2021,Stationary
2120015851,23/01/2021,Cleaning Products
2120015851,23/01/2021,Rice
2120015852,23/01/2021,Water
2120015852,23/01/2021,Ghee
2120015853,23/01/2021,Curd
2120015854,23/01/2021,Vegetable
2120015854,23/01/2021,Vegetable
2120015854,23/01/2021,Maida flour
2120015855,23/01/2021,Misc. Household
2120015855,23/01/2021,Cleaning Products
2120015855,23/01/2021,Stationary
2120015855,23/01/2021,Indian snacks
2120015855,23/01/2021,Vegetable
2120015856,23/01/2021,Seeds/Spices
2120015856,23/01/2021,Seeds/Spices
2120015856,23/01/2021,Seeds/Spices
2120015857,23/01/2021,Wheat
2120015858,23/01/2021,Misc. Household
2120015858,23/01/2021,Water
2120015859,23/01/2021,Biscuits
2120015859,23/01/2021,Biscuits
2120015860,23/01/2021,Egg
2120015860,23/01/2021,Indian snacks
2120015860,23/01/2021,Instant Noodles/Pasta/Soup
2120015860,23/01/2021,Instant Noodles/Pasta/Soup
2120015860,23/01/2021,Chocolate
2120015860,23/01/2021,Biscuits
2120015860,23/01/2021,Bread
2120015860,23/01/2021,Biscuits
2120015860,23/01/2021,Other Groceries
2120015861,23/01/2021,Water
2120015862,23/01/2021,Beverage
2120015863,23/01/2021,Vegetable
2120015863,23/01/2021,Cooking Oil
2120015863,23/01/2021,Milk
2120015864,23/01/2021,Chips
2120015864,23/01/2021,Biscuits
2120015864,23/01/2021,Chips
2120015865,23/01/2021,Cleaning Products
2120015865,23/01/2021,Cleaning Products
2120015865,23/01/2021,Coffee
2120015865,23/01/2021,Milk
2120015866,23/01/2021,Water
2120015867,23/01/2021,Other Groceries
2120015868,23/01/2021,Vegetable
2120015868,23/01/2021,Cosmetics/Personal Hygiene
2120015868,23/01/2021,Biscuits
2120015868,23/01/2021,Indian snacks
2120015868,23/01/2021,Bread
2120015868,23/01/2021,Bread
2120015868,23/01/2021,Biscuits
2120015868,23/01/2021,Chips
2120015868,23/01/2021,Vegetable
2120015868,23/01/2021,Vegetable
2120015869,23/01/2021,Vegetable
2120015869,23/01/2021,Vegetable
2120015869,23/01/2021,Vegetable
2120015870,23/01/2021,Battery
2120015870,23/01/2021,Ice cream
2120015870,23/01/2021,Ice cream
2120015870,23/01/2021,Seeds/Spices
2120015870,23/01/2021,Chips
2120015870,23/01/2021,Beverage
2120015870,23/01/2021,Milk
2120015871,23/01/2021,Milk
2120015872,23/01/2021,Ready to eat
2120015873,23/01/2021,Ice cream
2120015873,23/01/2021,Chips
2120015874,23/01/2021,Biscuits
2120015874,23/01/2021,Instant Noodles/Pasta/Soup
2120015874,23/01/2021,Ice cream
2120015874,23/01/2021,Curd
2120015874,23/01/2021,Bread
2120015874,23/01/2021,Chocolate
2120015875,23/01/2021,Poha
2120015876,23/01/2021,Water
2120015877,23/01/2021,Paneer/Tofu/Khova
2120015877,23/01/2021,Bread
2120015878,23/01/2021,Curd
2120015879,23/01/2021,Vermicelli
2120015880,23/01/2021,Ice cream
2120015880,23/01/2021,Ice cream
2120015880,23/01/2021,Ice cream
2120015881,23/01/2021,Ice cream
2120015881,23/01/2021,Chocolate
2120015881,23/01/2021,Cleaning Products
2120015881,23/01/2021,Biscuits
2120015881,23/01/2021,Biscuits
2120015881,23/01/2021,Biscuits
2120015881,23/01/2021,Cake
2120015881,23/01/2021,Cooking Oil
2120015881,23/01/2021,Chips
2120015881,23/01/2021,Chips
2120015881,23/01/2021,Chips
2120015881,23/01/2021,Indian snacks
2120015881,23/01/2021,Bread
2120015881,23/01/2021,Chocolate
2120015881,23/01/2021,Curd
2120015882,23/01/2021,Egg
2120015883,23/01/2021,Vegetable
2120015883,23/01/2021,Egg
2120015883,23/01/2021,Cleaning Products
2120015884,23/01/2021,Milk
2120015885,23/01/2021,Vegetable
2120015885,23/01/2021,Vegetable
2120015885,23/01/2021,Vegetable
2120015885,23/01/2021,Milk
2120015886,23/01/2021,Beverage
2120015886,23/01/2021,Beverage
2120015887,23/01/2021,Cleaning Products
2120015887,23/01/2021,Seeds/Spices
2120015888,23/01/2021,Beverage
2120015889,24/01/2021,Water
2120015889,24/01/2021,Paneer/Tofu/Khova
2120015889,24/01/2021,Milk
2120015890,24/01/2021,Other flours
2120015891,24/01/2021,Vegetable
2120015891,24/01/2021,Pulses
2120015891,24/01/2021,Paneer/Tofu/Khova
2120015892,24/01/2021,Paneer/Tofu/Khova
2120015892,24/01/2021,Bread
2120015892,24/01/2021,Bread
2120015892,24/01/2021,Chocolate
2120015893,24/01/2021,Vegetable
2120015893,24/01/2021,Salt
2120015894,24/01/2021,Dry fruits/nuts
2120015894,24/01/2021,Stationary
2120015894,24/01/2021,Milk
2120015894,24/01/2021,Indian snacks
2120015894,24/01/2021,Poha
2120015895,24/01/2021,Breakfast Cereal
2120015895,24/01/2021,Idli/Dosa Batter
2120015896,24/01/2021,Vegetable
2120015896,24/01/2021,Bread
2120015897,24/01/2021,Dry fruits/nuts
2120015897,24/01/2021,Curd
2120015898,24/01/2021,Curd
2120015898,24/01/2021,Bread
2120015898,24/01/2021,Bread
2120015899,24/01/2021,Vegetable
2120015899,24/01/2021,Cake
2120015899,24/01/2021,Curd
2120015899,24/01/2021,Bread
2120015899,24/01/2021,Ready to eat
2120015900,24/01/2021,Rice
2120015900,24/01/2021,Bread
2120015900,24/01/2021,Bread
2120015901,24/01/2021,Milk
2120015901,24/01/2021,Cosmetics/Personal Hygiene
2120015901,24/01/2021,Beverage
2120015901,24/01/2021,Milk
2120015902,24/01/2021,Egg
2120015902,24/01/2021,Water
2120015902,24/01/2021,Instant Noodles/Pasta/Soup
2120015902,24/01/2021,Biscuits
2120015902,24/01/2021,Biscuits
2120015903,24/01/2021,Cleaning Products
2120015904,24/01/2021,Seeds/Spices
2120015905,24/01/2021,Seeds/Spices
2120015906,24/01/2021,Vegetable
2120015906,24/01/2021,Cosmetics/Personal Hygiene
2120015906,24/01/2021,Indian snacks
2120015907,24/01/2021,Balance from previous month
2120015908,24/01/2021,Yogurt
2120015909,24/01/2021,Indian snacks
2120015910,24/01/2021,Beverage
2120015910,24/01/2021,Beverage
2120015911,24/01/2021,Vegetable
2120015911,24/01/2021,Vegetable
2120015911,24/01/2021,Vermicelli
2120015912,24/01/2021,Misc. Household
2120015913,24/01/2021,Vegetable
2120015913,24/01/2021,Vegetable
2120015913,24/01/2021,Vegetable
2120015913,24/01/2021,Vegetable
2120015913,24/01/2021,Vegetable
2120015913,24/01/2021,Vegetable
2120015913,24/01/2021,Cosmetics/Personal Hygiene
2120015913,24/01/2021,Vegetable
2120015914,24/01/2021,Vegetable
2120015914,24/01/2021,Egg
2120015914,24/01/2021,Vegetable
2120015914,24/01/2021,Butter
2120015914,24/01/2021,Sugar
2120015915,24/01/2021,Bread
2120015916,24/01/2021,Curd
2120015916,24/01/2021,Ghee
2120015917,24/01/2021,Rice
2120015917,24/01/2021,Vegetable
2120015917,24/01/2021,Egg
2120015917,24/01/2021,Butter
2120015917,24/01/2021,Milk
2120015918,24/01/2021,Milk
2120015918,24/01/2021,Seeds/Spices
2120015918,24/01/2021,Seeds/Spices
2120015918,24/01/2021,Sauces/pastes/spread/pickle
2120015919,24/01/2021,Cleaning Products
2120015919,24/01/2021,Other Groceries
2120015919,24/01/2021,Cleaning Products
2120015919,24/01/2021,Sugar
2120015920,24/01/2021,Stationary
2120015920,24/01/2021,Cleaning Products
2120015921,24/01/2021,Dry fruits/nuts
2120015921,24/01/2021,Poha
2120015922,24/01/2021,Milk
2120015922,24/01/2021,Milk
2120015923,24/01/2021,Sauces/pastes/spread/pickle
2120015923,24/01/2021,Stationary
2120015923,24/01/2021,Chips
2120015923,24/01/2021,Chips
2120015923,24/01/2021,Indian snacks
2120015923,24/01/2021,Dry fruits/nuts
2120015923,24/01/2021,Salt
2120015924,24/01/2021,Vegetable
2120015924,24/01/2021,Curd
2120015925,24/01/2021,Curd
2120015925,24/01/2021,Ice cream
2120015926,24/01/2021,Instant Noodles/Pasta/Soup
2120015927,24/01/2021,Cosmetics/Personal Hygiene
2120015927,24/01/2021,Paneer/Tofu/Khova
2120015927,24/01/2021,Curd
2120015927,24/01/2021,Seeds/Spices
2120015928,24/01/2021,Vegetable
2120015928,24/01/2021,Medicine
2120015928,24/01/2021,Medicine
2120015928,24/01/2021,Milk
2120015928,24/01/2021,Vegetable
2120015929,24/01/2021,Balance from previous month
2120015929,24/01/2021,Tea
2120015929,24/01/2021,Ready to eat
2120015929,24/01/2021,Ready to eat
2120015930,24/01/2021,Cleaning Products
2120015931,24/01/2021,Milk
2120015932,24/01/2021,Instant Noodles/Pasta/Soup
2120015932,24/01/2021,Breakfast Cereal
2120015933,24/01/2021,Ice cream
2120015933,24/01/2021,Ice cream
2120015933,24/01/2021,Ice cream
2120015933,24/01/2021,Indian snacks
2120015934,24/01/2021,Biscuits
2120015934,24/01/2021,Cosmetics/Personal Hygiene
2120015935,24/01/2021,Cheese
2120015935,24/01/2021,Beverage
2120015936,24/01/2021,Chips
2120015936,24/01/2021,Ice cream
2120015937,24/01/2021,Ice cream
2120015938,24/01/2021,Cleaning Products
2120015938,24/01/2021,Ice cream
2120015938,24/01/2021,Wheat
2120015938,24/01/2021,Idli/Dosa Batter
2120015939,24/01/2021,Egg
2120015939,24/01/2021,Bread
2120015939,24/01/2021,Ice cream
2120015939,24/01/2021,Ice cream
2120015939,24/01/2021,Ice cream
2120015940,24/01/2021,Balance from previous month
2120015940,24/01/2021,Ice cream
2120015940,24/01/2021,Ice cream
2120015941,24/01/2021,Instant Noodles/Pasta/Soup
2120015942,24/01/2021,Water
2120015943,24/01/2021,Cooking Oil
2120015944,24/01/2021,Vegetable
2120015944,24/01/2021,Vegetable
2120015944,24/01/2021,Vegetable
2120015944,24/01/2021,Coffee
2120015944,24/01/2021,Butter
2120015944,24/01/2021,Bread
2120015944,24/01/2021,Curd
2120015944,24/01/2021,Idli/Dosa Batter
2120015945,24/01/2021,Dry fruits/nuts
2120015945,24/01/2021,Dry fruits/nuts
2120015945,24/01/2021,Idli/Dosa Batter
2120015946,24/01/2021,Wheat
2120015946,24/01/2021,Milk
2120015946,24/01/2021,Poha
2120015947,24/01/2021,Rice
2120015947,24/01/2021,Jaggery
2120015947,24/01/2021,Pulses
2120015947,24/01/2021,Vegetable
2120015947,24/01/2021,Sugar
2120015947,24/01/2021,Tea
2120015947,24/01/2021,Cleaning Products
2120015947,24/01/2021,Cosmetics/Personal Hygiene
2120015947,24/01/2021,Misc. Household
2120015947,24/01/2021,Misc. Household
2120015947,24/01/2021,Seeds/Spices
2120015947,24/01/2021,Milk
2120015947,24/01/2021,Cooking Oil
2120015947,24/01/2021,Other flours
2120015948,24/01/2021,Dry fruits/nuts
2120015948,24/01/2021,Vegetable
2120015948,24/01/2021,Egg
2120015948,24/01/2021,Battery
2120015948,24/01/2021,Bread
2120015949,24/01/2021,Vegetable
2120015949,24/01/2021,Vegetable
2120015949,24/01/2021,Vegetable
2120015950,24/01/2021,Coffee
2120015950,24/01/2021,Milk
2120015950,24/01/2021,Seeds/Spices
2120015950,24/01/2021,Seeds/Spices
2120015951,24/01/2021,Other Groceries
2120015952,24/01/2021,Indian snacks
2120015952,24/01/2021,Cleaning Products
2120015952,24/01/2021,Beverage
2120015952,24/01/2021,Paneer/Tofu/Khova
2120015952,24/01/2021,Butter
2120015952,24/01/2021,Cheese
2120015952,24/01/2021,Bread
2120015952,24/01/2021,Vegetable
2120015952,24/01/2021,Jaggery
2120015953,24/01/2021,Bread
2120015954,24/01/2021,Milk
2120015954,24/01/2021,Bread
2120015954,24/01/2021,Milk
2120015954,24/01/2021,Vegetable
2120015955,24/01/2021,Chocolate
2120015955,24/01/2021,Bread
2120015955,24/01/2021,Sauces/pastes/spread/pickle
2120015956,24/01/2021,Dry fruits/nuts
2120015956,24/01/2021,Seeds/Spices
2120015956,24/01/2021,Sauces/pastes/spread/pickle
2120015956,24/01/2021,Biscuits
2120015956,24/01/2021,Cooking Oil
2120015956,24/01/2021,Curd
2120015956,24/01/2021,Bread
2120015957,24/01/2021,Popcorn
2120015957,24/01/2021,Instant Noodles/Pasta/Soup
2120015958,24/01/2021,Cosmetics/Personal Hygiene
2120015958,24/01/2021,Seeds/Spices
2120015959,24/01/2021,Other Groceries
2120015959,24/01/2021,Ice cream
2120015959,24/01/2021,Biscuits
2120015959,24/01/2021,Ready to eat
2120015959,24/01/2021,Indian snacks
2120015959,24/01/2021,Indian snacks
2120015959,24/01/2021,Paneer/Tofu/Khova
2120015959,24/01/2021,Indian snacks
2120015959,24/01/2021,Idli/Dosa Batter
2120015959,24/01/2021,Poha
2120015960,24/01/2021,Milk
2120015960,24/01/2021,Curd
2120015960,24/01/2021,Milk
2120015961,24/01/2021,Beverage
2120015962,24/01/2021,Chocolate
2120015962,24/01/2021,Instant Noodles/Pasta/Soup
2120015963,24/01/2021,Stationary
2120015963,24/01/2021,Stationary
2120015963,24/01/2021,Stationary
2120015964,24/01/2021,Stationary
2120015964,24/01/2021,Salt
2120015965,25/01/2021,Vegetable
2120015965,25/01/2021,Vegetable
2120015965,25/01/2021,Vegetable
2120015965,25/01/2021,Curd
2120015966,25/01/2021,Paneer/Tofu/Khova
2120015966,25/01/2021,Bread
2120015967,25/01/2021,Breakfast Cereal
2120015967,25/01/2021,Milk
2120015968,25/01/2021,Vegetable
2120015968,25/01/2021,Vegetable
2120015968,25/01/2021,Vegetable
2120015968,25/01/2021,Vegetable
2120015968,25/01/2021,Vegetable
2120015968,25/01/2021,Other flours
2120015969,25/01/2021,Vegetable
2120015969,25/01/2021,Vegetable
2120015969,25/01/2021,Vegetable
2120015969,25/01/2021,Vegetable
2120015969,25/01/2021,Vegetable
2120015970,25/01/2021,Pulses
2120015970,25/01/2021,Other flours
2120015971,25/01/2021,Vegetable
2120015971,25/01/2021,Vegetable
2120015971,25/01/2021,Vegetable
2120015971,25/01/2021,Instant Noodles/Pasta/Soup
2120015971,25/01/2021,Seeds/Spices
2120015971,25/01/2021,Beverage
2120015971,25/01/2021,Other Groceries
2120015971,25/01/2021,Bread
2120015972,25/01/2021,Curd
2120015972,25/01/2021,Jaggery
2120015973,25/01/2021,Vegetable
2120015973,25/01/2021,Cheese
2120015973,25/01/2021,Bread
2120015973,25/01/2021,Curd
2120015974,25/01/2021,Chips
2120015975,25/01/2021,Rice
2120015975,25/01/2021,Chocolate
2120015975,25/01/2021,Biscuits
2120015975,25/01/2021,Chips
2120015975,25/01/2021,Chips
2120015976,25/01/2021,Vegetable
2120015976,25/01/2021,Vegetable
2120015976,25/01/2021,Vegetable
2120015976,25/01/2021,Vegetable
2120015976,25/01/2021,Vegetable
2120015976,25/01/2021,Vegetable
2120015976,25/01/2021,Vegetable
2120015976,25/01/2021,Vegetable
2120015977,25/01/2021,Sauces/pastes/spread/pickle
2120015977,25/01/2021,Sauces/pastes/spread/pickle
2120015977,25/01/2021,Sauces/pastes/spread/pickle
2120015977,25/01/2021,dry fruits/nuts
2120015977,25/01/2021,dry fruits/nuts
2120015978,25/01/2021,Egg
2120015978,25/01/2021,Water
2120015978,25/01/2021,Poha
2120015979,25/01/2021,Vegetable
2120015979,25/01/2021,Vegetable
2120015979,25/01/2021,Vegetable
2120015979,25/01/2021,Chocolate
2120015979,25/01/2021,Instant Noodles/Pasta/Soup
2120015979,25/01/2021,Chips
2120015979,25/01/2021,Cleaning Products
2120015979,25/01/2021,Idli/Dosa Batter
2120015979,25/01/2021,Curd
2120015979,25/01/2021,Other Groceries
2120015980,25/01/2021,Battery
2120015980,25/01/2021,Sauces/pastes/spread/pickle
2120015980,25/01/2021,Cooking Oil
2120015980,25/01/2021,Cleaning Products
2120015980,25/01/2021,Misc. Household
2120015981,25/01/2021,Ready to eat
2120015982,25/01/2021,Biscuits
2120015982,25/01/2021,Chips
2120015982,25/01/2021,Dry fruits/nuts
2120015983,25/01/2021,Cleaning Products
2120015983,25/01/2021,Misc. Household
2120015984,25/01/2021,Wheat
2120015985,25/01/2021,Curd
2120015986,25/01/2021,Popcorn
2120015986,25/01/2021,Milk
2120015986,25/01/2021,Curd
2120015987,25/01/2021,Seeds/Spices
2120015987,25/01/2021,Ready to eat
2120015987,25/01/2021,Chocolate
2120015987,25/01/2021,Vegetable
2120015988,25/01/2021,Milk
2120015988,25/01/2021,Milk
2120015989,25/01/2021,Idli/Dosa Batter
2120015990,25/01/2021,Water
2120015991,25/01/2021,Water
2120015991,25/01/2021,Milk
2120015992,25/01/2021,Ready to eat
2120015992,25/01/2021,Chips
2120015993,25/01/2021,Paneer/Tofu/Khova
2120015994,25/01/2021,Maida flour
2120015995,25/01/2021,Vegetable
2120015995,25/01/2021,Butter
2120015996,25/01/2021,Vegetable
2120015996,25/01/2021,Water
2120015997,25/01/2021,Stationary
2120015997,25/01/2021,Ghee
2120015998,25/01/2021,Milk
2120015999,25/01/2021,Misc. Household
2120015999,25/01/2021,Chocolate
2120015999,25/01/2021,Indian snacks
2120016000,25/01/2021,Biscuits
2120016000,25/01/2021,Milk
2120016001,25/01/2021,Chocolate
2120016001,25/01/2021,Chocolate
2120016001,25/01/2021,Chocolate
2120016002,25/01/2021,Egg
2120016002,25/01/2021,Battery
2120016003,25/01/2021,Battery
2120016003,25/01/2021,Beverage
2120016004,25/01/2021,Dry fruits/nuts
2120016004,25/01/2021,Chocolate
2120016004,25/01/2021,Paneer/Tofu/Khova
2120016004,25/01/2021,Bread
2120016004,25/01/2021,Vegetable
2120016005,25/01/2021,Water
2120016005,25/01/2021,Coffee
2120016005,25/01/2021,Chips
2120016005,25/01/2021,Milk
2120016005,25/01/2021,Bread
2120016006,25/01/2021,Water
2120016006,25/01/2021,Water
2120016007,25/01/2021,Bread
2120016007,25/01/2021,Cooking Oil
2120016007,25/01/2021,Vegetable
2120016008,25/01/2021,Water
2120016009,25/01/2021,Bread
2120016009,25/01/2021,Idli/Dosa Batter
2120016010,25/01/2021,Vegetable
2120016010,25/01/2021,Rice
2120016010,25/01/2021,Milk
2120016011,25/01/2021,Vegetable
2120016011,25/01/2021,Vegetable
2120016011,25/01/2021,Idli/Dosa Batter
2120016011,25/01/2021,Vegetable
2120016012,25/01/2021,Stationary
2120016013,25/01/2021,Chocolate
2120016013,25/01/2021,Chips
2120016013,25/01/2021,Chocolate
2120016013,25/01/2021,Idli/Dosa Batter
2120016013,25/01/2021,Idli/Dosa Batter
2120016014,25/01/2021,Water
2120016014,25/01/2021,Paneer/Tofu/Khova
2120016014,25/01/2021,Idli/Dosa Batter
2120016015,25/01/2021,Pulses
2120016016,25/01/2021,Cooking Oil
2120016016,25/01/2021,Idli/Dosa Batter
2120016017,25/01/2021,Sauces/pastes/spread/pickle
2120016017,25/01/2021,Ready to eat
2120016017,25/01/2021,Ready to eat
2120016017,25/01/2021,Chips
2120016018,25/01/2021,Rice
2120016019,25/01/2021,Milk
2120016019,25/01/2021,Milk
2120016020,25/01/2021,Milk
2120016021,25/01/2021,Beverage
2120016021,25/01/2021,Bread
2120016022,25/01/2021,Chips
2120016022,25/01/2021,Milk
2120016023,25/01/2021,Vegetable
2120016023,25/01/2021,Vegetable
2120016023,25/01/2021,Stationary
2120016023,25/01/2021,Vermicelli
2120016024,25/01/2021,Ice cream
2120016025,25/01/2021,Medicine
2120016025,25/01/2021,Cosmetics/Personal Hygiene
2120016025,25/01/2021,ready to eat
2120016025,25/01/2021,Bread
2120016026,25/01/2021,Egg
2120016026,25/01/2021,Bread
2120016027,25/01/2021,Instant Noodles/Pasta/Soup
2120016027,25/01/2021,Instant Noodles/Pasta/Soup
2120016027,25/01/2021,Cosmetics/Personal Hygiene
2120016027,25/01/2021,Instant Noodles/Pasta/Soup
2120016028,26/01/2021,Vegetable
2120016028,26/01/2021,Egg
2120016028,26/01/2021,Sugar
2120016028,26/01/2021,Vermicelli
2120016028,26/01/2021,Curd
2120016029,26/01/2021,Milk
2120016029,26/01/2021,Milk
2120016030,26/01/2021,Idli/Dosa Batter
2120016031,26/01/2021,Vegetable
2120016031,26/01/2021,Sauces/pastes/spread/pickle
2120016031,26/01/2021,Misc. Household
2120016032,26/01/2021,Water
2120016033,26/01/2021,Egg
2120016033,26/01/2021,Water
2120016034,26/01/2021,Other flours
2120016034,26/01/2021,Rice
2120016035,26/01/2021,Vegetable
2120016036,26/01/2021,Bread
2120016036,26/01/2021,Milk
2120016037,26/01/2021,Vegetable
2120016037,26/01/2021,Butter Milk
2120016037,26/01/2021,Idli/Dosa Batter
2120016037,26/01/2021,Vegetable
2120016038,26/01/2021,Paneer/Tofu/Khova
2120016039,26/01/2021,Bread
2120016039,26/01/2021,Idli/Dosa Batter
2120016040,26/01/2021,Rice
2120016040,26/01/2021,Rice
